,id,age,gender,income,spending_score,membership_years,purchase_frequency,preferred_category,last_purchase_amount,is_churn,agegroup,loyaltyscore
965,966,58,Other,133888,92,10,14,Home & Garden,628.30 ,TRUE,51-60,60.48 
966,967,46,Female,67361,80,6,25,Sports,350.08 ,FALSE,41-50,50.10 
967,968,23,Female,74773,16,2,42,Groceries,626.05 ,FALSE,21-30,50.42 
968,969,61,Other,38209,79,8,40,Sports,724.23 ,FALSE,61-70,61.63 
969,970,68,Female,40471,28,3,33,Groceries,40.89 ,FALSE,61-70,41.27 
970,971,58,Female,51913,14,4,21,Home & Garden,733.63 ,FALSE,51-60,33.99 
971,972,41,Male,120294,79,5,44,Clothing,942.03 ,FALSE,41-50,71.14 
972,973,43,Male,130645,34,10,5,Groceries,833.69 ,TRUE,41-50,47.00 
973,974,48,Other,75118,84,6,41,Electronics,711.37 ,FALSE,41-50,64.47 
974,975,49,Female,79546,26,5,12,Home & Garden,935.73 ,TRUE,41-50,34.13 
975,976,30,Male,54930,12,9,13,Electronics,724.88 ,TRUE,31-40,37.84 
976,977,37,Male,100314,71,5,19,Groceries,692.74 ,FALSE,31-40,47.35 
977,978,45,Female,91381,48,8,16,Sports,253.13 ,FALSE,41-50,47.31 
978,979,66,Female,74055,100,6,17,Sports,318.70 ,FALSE,61-70,46.71 
979,980,45,Female,135047,11,9,42,Clothing,422.93 ,FALSE,41-50,72.96 
980,981,30,Male,117373,32,1,49,Home & Garden,129.35 ,FALSE,31-40,62.01 
981,982,59,Other,87884,79,9,28,Groceries,491.55 ,FALSE,51-60,61.48 
982,983,68,Female,117203,76,7,38,Electronics,363.94 ,FALSE,61-70,69.58 
983,984,51,Other,91682,27,9,49,Electronics,990.87 ,FALSE,51-60,73.65 
984,985,35,Other,82057,66,4,9,Sports,683.93 ,TRUE,31-40,34.11 
985,986,66,Other,78149,2,10,9,Home & Garden,579.27 ,TRUE,61-70,39.12 
986,987,22,Male,80049,1,10,47,Sports,16.97 ,FALSE,21-30,69.71 
987,988,26,Male,148451,78,5,14,Groceries,99.19 ,TRUE,21-30,51.27 
988,989,26,Male,45147,93,1,32,Home & Garden,750.58 ,FALSE,21-30,43.67 
989,990,31,Other,45695,36,2,31,Electronics,864.67 ,FALSE,31-40,39.25 
990,991,21,Other,80264,41,4,26,Sports,458.93 ,FALSE,21-30,44.94 
991,992,53,Other,83578,97,5,50,Sports,917.08 ,FALSE,51-60,72.24 
992,993,22,Female,125479,57,8,27,Home & Garden,139.75 ,FALSE,21-30,62.12 
993,994,29,Female,64799,42,5,19,Electronics,967.26 ,FALSE,21-30,39.12 
994,995,60,Male,71923,25,2,40,Clothing,986.97 ,FALSE,61-70,49.29 
995,996,57,Male,112170,57,6,1,Clothing,313.64 ,TRUE,51-60,35.33 
996,997,23,Other,65337,76,10,23,Groceries,632.83 ,FALSE,21-30,55.80 
997,998,23,Male,113097,40,5,42,Sports,75.09 ,FALSE,21-30,64.56 
998,999,22,Female,113695,63,7,44,Electronics,505.16 ,FALSE,21-30,72.55 
999,1000,36,Female,90420,7,2,31,Groceries,669.26 ,FALSE,31-40,43.06 
